"ModernName","Date"
"purple martin",1931-05-26
"red-eyed vireo",1931-05-26
"red-headed woodpecker",1931-05-26
"red-winged blackbird",1931-05-26
"rose-breasted grosbeak",1931-05-26
"scarlet tanager",1931-05-26
"spotted sandpiper",1931-05-26
"swainson's thrush",1931-05-26
"tennessee warbler",1931-05-26
"wilson's warbler",1931-05-26
"yellow warbler",1931-05-26
"american goldfinch",1931-05-27
"american redstart",1931-05-27
"american robin",1931-05-27
"barn swallow",1931-05-27
"belted kingfisher",1931-05-27
"black-billed cuckoo",1931-05-27
"blue jay",1931-05-27
"brown-headed cowbird",1931-05-27
"brown thrasher",1931-05-27
"canadian warbler",1931-05-27
"chestnut-sided warbler",1931-05-27
"common yellowthroat",1931-05-27
"eastern kingbird",1931-05-27
"eastern wood-pewee",1931-05-27
"grackle",1931-05-27
"gray catbird",1931-05-27
"hooded warbler",1931-05-27
"house wren",1931-05-27
"indigo bunting",1931-05-27
"least flycatcher",1931-05-27
"magnolia warbler",1931-05-27
"marsh wren",1931-05-27
"mourning warbler",1931-05-27
"northern flicker",1931-05-27
"purple martin",1931-05-27
"red-eyed vireo",1931-05-27
"red-headed woodpecker",1931-05-27
"red-winged blackbird",1931-05-27
"ruby-throated hummingbird",1931-05-27
"swainson's thrush",1931-05-27
"tennessee warbler",1931-05-27
"veery",1931-05-27
"warbling vireo",1931-05-27
"wilson's warbler",1931-05-27
"yellow-bellied flycatcher",1931-05-27
"american redstart",1931-05-28
"american robin",1931-05-28
"baltimore oriole",1931-05-28
"barn swallow",1931-05-28
"belted kingfisher",1931-05-28
"black-billed cuckoo",1931-05-28
"blackburnian warbler",1931-05-28
"blue jay",1931-05-28
"cedar waxwing",1931-05-28
"chestnut-sided warbler",1931-05-28
"eastern wood-pewee",1931-05-28
"grackle",1931-05-28
"great-crested flycatcher",1931-05-28
"grey-cheeked thrush",1931-05-28
"house wren",1931-05-28
"killdeer",1931-05-28
"least flycatcher",1931-05-28
"mourning warbler",1931-05-28
"northern flicker",1931-05-28
"philadelphia vireo",1931-05-28
"purple martin",1931-05-28
"red-eyed vireo",1931-05-28
"red-headed woodpecker",1931-05-28
"red-winged blackbird",1931-05-28
"ruby-throated hummingbird",1931-05-28
"savanna sparrow",1931-05-28
"swainson's thrush",1931-05-28
"tennessee warbler",1931-05-28
"wilson's warbler",1931-05-28
"yellow-bellied flycatcher",1931-05-28
"yellow warbler",1931-05-28
"american redstart",1931-05-29
"american robin",1931-05-29
"belted kingfisher",1931-05-29
"blackburnian warbler",1931-05-29
"blue jay",1931-05-29
"chestnut-sided warbler",1931-05-29
"chimney swift",1931-05-29
"common night-hawk",1931-05-29
"common yellowthroat",1931-05-29
"eastern kingbird",1931-05-29
"eastern wood-pewee",1931-05-29
"grackle",1931-05-29
"house wren",1931-05-29
"indigo bunting",1931-05-29
"killdeer",1931-05-29
"least flycatcher",1931-05-29
"magnolia warbler",1931-05-29
"mourning warbler",1931-05-29
"oven bird",1931-05-29
"palm warbler",1931-05-29
"purple martin",1931-05-29
"red-eyed vireo",1931-05-29
"red-headed woodpecker",1931-05-29
"red-winged blackbird",1931-05-29
"scarlet tanager",1931-05-29
"spotted sandpiper",1931-05-29
"swainson's thrush",1931-05-29
"wilson's warbler",1931-05-29
"yellow-bellied flycatcher",1931-05-29
"yellow warbler",1931-05-29
"american robin",1932-03-11
"cedar waxwing",1932-03-11
"common goldeneye",1932-03-11
"common merganser",1932-03-11
"grackle",1932-03-11
"herring gull",1932-03-11
"redhead",1932-03-11
"common goldeneye",1932-03-12
"herring gull",1932-03-12
"american robin",1932-03-16
"dark-eyed junco",1932-03-16
"grackle",1932-03-16
"herring gull",1932-03-16
"american crow",1932-03-18
"american robin",1932-03-18
"common goldeneye",1932-03-18
"common merganser",1932-03-18
"european starling",1932-03-18
"herring gull",1932-03-18
"red-breasted merganser",1932-03-18
"american robin",1932-03-25
"grackle",1932-03-25
"herring gull",1932-03-25
"american robin",1932-03-26
"american robin",1932-03-28
"brown-headed cowbird",1932-03-28
"common goldeneye",1932-03-28
"dark-eyed junco",1932-03-28
"eastern meadowlark",1932-03-28
"european starling",1932-03-28
"field sparrow",1932-03-28
"grackle",1932-03-28
"herring gull",1932-03-28
"killdeer",1932-03-28
"red-breasted merganser",1932-03-28
"song sparrow",1932-03-28
"american robin",1932-03-29
"american widgeon",1932-03-29
"common goldeneye",1932-03-29
"eastern blue-bird",1932-03-29
"european starling",1932-03-29
"golden-crowned kinglet",1932-03-29
"grackle",1932-03-29
"herring gull",1932-03-29
"long-tailed duck",1932-03-29
"northern shoveller",1932-03-29
"red-breasted merganser",1932-03-29
"ring-billed gull",1932-03-29
"song sparrow",1932-03-29
"american crow",1932-03-30
"american robin",1932-03-30
"american tree sparrow",1932-03-30
"american woodcock",1932-03-30
"cedar waxwing",1932-03-30
"common goldeneye",1932-03-30
"dark-eyed junco",1932-03-30
"eastern blue-bird",1932-03-30
"eastern meadowlark",1932-03-30
"eastern phoebe",1932-03-30
"european starling",1932-03-30
"field sparrow",1932-03-30
"fox sparrow",1932-03-30
"grackle",1932-03-30
"grasshopper sparrow",1932-03-30
"hermit thrush",1932-03-30
"herring gull",1932-03-30
"killdeer",1932-03-30
"leconte's sparrow",1932-03-30
"northern flicker",1932-03-30
"rusty blackbird",1932-03-30
"savanna sparrow",1932-03-30
"song sparrow",1932-03-30
"american crow",1932-03-31
"american kestrel",1932-03-31
"american robin",1932-03-31
"common goldeneye",1932-03-31
"dark-eyed junco",1932-03-31
"eastern towhee",1932-03-31
"european starling",1932-03-31
"field sparrow",1932-03-31
"fox sparrow",1932-03-31
"grackle",1932-03-31
"hermit thrush",1932-03-31
"herring gull",1932-03-31
"northern flicker",1932-03-31
"red-winged blackbird",1932-03-31
"song sparrow",1932-03-31
"cedar waxwing",1932-04-01
"common goldeneye",1932-04-01
"dark-eyed junco",1932-04-01
"eastern meadowlark",1932-04-01
"european starling",1932-04-01
"field sparrow",1932-04-01
"fox sparrow",1932-04-01
"grackle",1932-04-01
"herring gull",1932-04-01
"killdeer",1932-04-01
"northern flicker",1932-04-01
"red-breasted merganser",1932-04-01
"song sparrow",1932-04-01
"american tree sparrow",1932-04-02
"american woodcock",1932-04-02
"belted kingfisher",1932-04-02
"canvasback",1932-04-02
"cedar waxwing",1932-04-02
"common goldeneye",1932-04-02
"dark-eyed junco",1932-04-02
"downy woodpecker",1932-04-02
"eastern meadowlark",1932-04-02
"eastern phoebe",1932-04-02
"european starling",1932-04-02
"field sparrow",1932-04-02
"fox sparrow",1932-04-02
"grackle",1932-04-02
"herring gull",1932-04-02
"killdeer",1932-04-02
"mourning dove",1932-04-02
"northern flicker",1932-04-02
"red-breasted merganser",1932-04-02
"song sparrow",1932-04-02
"swamp sparrow",1932-04-02
"blue-winged teal",1932-04-03
"bonaparte's gull",1932-04-03
"brown creeper",1932-04-03
"canvasback",1932-04-03
"common goldeneye",1932-04-03
"dark-eyed junco",1932-04-03
"eastern phoebe",1932-04-03
"european starling",1932-04-03
"field sparrow",1932-04-03
"fox sparrow",1932-04-03
"golden-crowned kinglet",1932-04-03
"grackle",1932-04-03
"herring gull",1932-04-03
"killdeer",1932-04-03
"northern flicker",1932-04-03
"red-breasted merganser",1932-04-03
"song sparrow",1932-04-03
"yellow-bellied sapsucker",1932-04-03
"belted kingfisher",1932-04-04
"bonaparte's gull",1932-04-04
"canvasback",1932-04-04
"cedar waxwing",1932-04-04
"common goldeneye",1932-04-04
"dark-eyed junco",1932-04-04
"eastern phoebe",1932-04-04
"eastern towhee",1932-04-04
"european starling",1932-04-04
"field sparrow",1932-04-04
"fox sparrow",1932-04-04
"grackle",1932-04-04
"herring gull",1932-04-04
"killdeer",1932-04-04
"least flycatcher",1932-04-04
"long-tailed duck",1932-04-04
"red-breasted merganser",1932-04-04
"song sparrow",1932-04-04
"yellow-bellied sapsucker",1932-04-04
"american tree sparrow",1932-04-05
"bonaparte's gull",1932-04-05
"brown-headed cowbird",1932-04-05
"common goldeneye",1932-04-05
"dark-eyed junco",1932-04-05
"eastern blue-bird",1932-04-05
"eastern meadowlark",1932-04-05
"eastern meadowlark",1932-04-05
"eastern phoebe",1932-04-05
"european starling",1932-04-05
"field sparrow",1932-04-05
"fox sparrow",1932-04-05
"grackle",1932-04-05
"herring gull",1932-04-05
"killdeer",1932-04-05
"least flycatcher",1932-04-05
"mourning dove",1932-04-05
"northern flicker",1932-04-05
"red-breasted merganser",1932-04-05
"song sparrow",1932-04-05
"vesper sparrow",1932-04-05
"yellow-bellied sapsucker",1932-04-05
"american coot",1932-04-07
"american crow",1932-04-07
"american tree sparrow",1932-04-07
"bachman's sparrow",1932-04-07
"belted kingfisher",1932-04-07
"bonaparte's gull",1932-04-07
"brown-headed cowbird",1932-04-07
"brown thrasher",1932-04-07
"common goldeneye",1932-04-07
"dark-eyed junco",1932-04-07
"eastern phoebe",1932-04-07
"eastern towhee",1932-04-07
"european starling",1932-04-07
"field sparrow",1932-04-07
"fox sparrow",1932-04-07
"grackle",1932-04-07
"herring gull",1932-04-07
"killdeer",1932-04-07
"least flycatcher",1932-04-07
"northern flicker",1932-04-07
"purple finch",1932-04-07
"red-winged blackbird",1932-04-07
"ruby-crowned kinglet",1932-04-07
"song sparrow",1932-04-07
"swamp sparrow",1932-04-07
"vesper sparrow",1932-04-07
"yellow-bellied sapsucker",1932-04-07
"yellow-rumped warbler",1932-04-07
"american tree sparrow",1932-04-08
"bonaparte's gull",1932-04-08
"cedar waxwing",1932-04-08
"common goldeneye",1932-04-08
"dark-eyed junco",1932-04-08
"eastern towhee",1932-04-08
"european starling",1932-04-08
"field sparrow",1932-04-08
"grackle",1932-04-08
"herring gull",1932-04-08
"killdeer",1932-04-08
"least flycatcher",1932-04-08
"northern flicker",1932-04-08
"red-winged blackbird",1932-04-08
"ruby-crowned kinglet",1932-04-08
"song sparrow",1932-04-08
"yellow-bellied sapsucker",1932-04-08
"yellow-rumped warbler",1932-04-08
"american tree sparrow",1932-04-09
"belted kingfisher",1932-04-09
"bonaparte's gull",1932-04-09
"cedar waxwing",1932-04-09
"common goldeneye",1932-04-09
"dark-eyed junco",1932-04-09
"eastern meadowlark",1932-04-09
"eastern phoebe",1932-04-09
"eastern towhee",1932-04-09
"european starling",1932-04-09
"field sparrow",1932-04-09
"fox sparrow",1932-04-09
"grackle",1932-04-09
"herring gull",1932-04-09
"killdeer",1932-04-09
"least flycatcher",1932-04-09
"northern flicker",1932-04-09
"red-breasted merganser",1932-04-09
"red-winged blackbird",1932-04-09
"redhead",1932-04-09
"song sparrow",1932-04-09
"vesper sparrow",1932-04-09
"yellow-bellied sapsucker",1932-04-09
"american tree sparrow",1932-04-10
"bonaparte's gull",1932-04-10
"brown thrasher",1932-04-10
"common goldeneye",1932-04-10
"dark-eyed junco",1932-04-10
"eastern phoebe",1932-04-10
"eastern towhee",1932-04-10
"european starling",1932-04-10
"grackle",1932-04-10
"herring gull",1932-04-10
"killdeer",1932-04-10
"least flycatcher",1932-04-10
"northern flicker",1932-04-10
"red-breasted merganser",1932-04-10
"red-winged blackbird",1932-04-10
"song sparrow",1932-04-10
"vesper sparrow",1932-04-10
"yellow-bellied sapsucker",1932-04-10
"bonaparte's gull",1932-04-11
"common goldeneye",1932-04-11
"dark-eyed junco",1932-04-11
"eastern phoebe",1932-04-11
"eastern towhee",1932-04-11
"european starling",1932-04-11
"grackle",1932-04-11
"greater scaup",1932-04-11
"herring gull",1932-04-11
"least flycatcher",1932-04-11
"northern flicker",1932-04-11
"red-breasted merganser",1932-04-11
"red-winged blackbird",1932-04-11
"song sparrow",1932-04-11
"yellow-bellied sapsucker",1932-04-11
"yellow-rumped warbler",1932-04-11
"bonaparte's gull",1932-04-12
"cedar waxwing",1932-04-12
"common goldeneye",1932-04-12
"dark-eyed junco",1932-04-12
"european starling",1932-04-12
"grackle",1932-04-12
"herring gull",1932-04-12
"killdeer",1932-04-12
"least flycatcher",1932-04-12
"northern flicker",1932-04-12
"red-breasted merganser",1932-04-12
"red-winged blackbird",1932-04-12
"yellow-bellied sapsucker",1932-04-12
"bewick's wren",1932-04-13
"bonaparte's gull",1932-04-13
"brown-headed cowbird",1932-04-13
"cedar waxwing",1932-04-13
"common goldeneye",1932-04-13
"dark-eyed junco",1932-04-13
"european starling",1932-04-13
"field sparrow",1932-04-13
"grackle",1932-04-13
"herring gull",1932-04-13
"least flycatcher",1932-04-13
"lesser scaup",1932-04-13
"northern flicker",1932-04-13
"red-breasted merganser",1932-04-13
"song sparrow",1932-04-13
"yellow-bellied sapsucker",1932-04-13
"yellow-rumped warbler",1932-04-13
"american crow",1932-04-14
"bonaparte's gull",1932-04-14
"brown-headed cowbird",1932-04-14
"common goldeneye",1932-04-14
"dark-eyed junco",1932-04-14
"eastern phoebe",1932-04-14
"european starling",1932-04-14
"field sparrow",1932-04-14
"grackle",1932-04-14
"herring gull",1932-04-14
"least flycatcher",1932-04-14
"lesser scaup",1932-04-14
"northern flicker",1932-04-14
"purple martin",1932-04-14
"red-breasted merganser",1932-04-14
"red-winged blackbird",1932-04-14
"song sparrow",1932-04-14
"american tree sparrow",1932-04-15
"bonaparte's gull",1932-04-15
"brown-headed cowbird",1932-04-15
"cedar waxwing",1932-04-15
"common goldeneye",1932-04-15
"dark-eyed junco",1932-04-15
"eastern towhee",1932-04-15
"european starling",1932-04-15
"fox sparrow",1932-04-15
"grackle",1932-04-15
"herring gull",1932-04-15
"northern flicker",1932-04-15
"purple martin",1932-04-15
"red-winged blackbird",1932-04-15
"song sparrow",1932-04-15
"yellow-bellied sapsucker",1932-04-15
"american tree sparrow",1932-04-16
"belted kingfisher",1932-04-16
"bonaparte's gull",1932-04-16
"brown-headed cowbird",1932-04-16
"cedar waxwing",1932-04-16
"common goldeneye",1932-04-16
"dark-eyed junco",1932-04-16
"eastern meadowlark",1932-04-16
"eastern phoebe",1932-04-16
"eastern towhee",1932-04-16
"european starling",1932-04-16
"field sparrow",1932-04-16
"fox sparrow",1932-04-16
"grackle",1932-04-16
"herring gull",1932-04-16
"least flycatcher",1932-04-16
"northern flicker",1932-04-16
"purple martin",1932-04-16
"red-winged blackbird",1932-04-16
"ruby-crowned kinglet",1932-04-16
"song sparrow",1932-04-16
"tree swallow",1932-04-16
"white-throated sparrow",1932-04-16
"yellow-bellied sapsucker",1932-04-16
"bewick's wren",1932-04-17
"bonaparte's gull",1932-04-17
"brown-headed cowbird",1932-04-17
"common goldeneye",1932-04-17
"dark-eyed junco",1932-04-17
"eastern phoebe",1932-04-17
"european starling",1932-04-17
"grackle",1932-04-17
"herring gull",1932-04-17
"killdeer",1932-04-17
"least flycatcher",1932-04-17
"northern flicker",1932-04-17
"purple martin",1932-04-17
"red-breasted merganser",1932-04-17
"red-winged blackbird",1932-04-17
"ruby-crowned kinglet",1932-04-17
"song sparrow",1932-04-17
"american tree sparrow",1932-04-18
"belted kingfisher",1932-04-18
"bewick's wren",1932-04-18
"bonaparte's gull",1932-04-18
"brown-headed cowbird",1932-04-18
"cedar waxwing",1932-04-18
"common goldeneye",1932-04-18
"dark-eyed junco",1932-04-18
"eastern meadowlark",1932-04-18
"eastern phoebe",1932-04-18
"eastern towhee",1932-04-18
"european starling",1932-04-18
"fox sparrow",1932-04-18
"grackle",1932-04-18
"herring gull",1932-04-18
"northern flicker",1932-04-18
"purple martin",1932-04-18
"red-winged blackbird",1932-04-18
"song sparrow",1932-04-18
"american tree sparrow",1932-04-19
"belted kingfisher",1932-04-19
"bewick's wren",1932-04-19
"bonaparte's gull",1932-04-19
"brown-headed cowbird",1932-04-19
"cedar waxwing",1932-04-19
"common goldeneye",1932-04-19
"dark-eyed junco",1932-04-19
"downy woodpecker",1932-04-19
"eastern towhee",1932-04-19
"european starling",1932-04-19
"field sparrow",1932-04-19
"fox sparrow",1932-04-19
"grackle",1932-04-19
"herring gull",1932-04-19
"least flycatcher",1932-04-19
"northern flicker",1932-04-19
"purple martin",1932-04-19
"red-winged blackbird",1932-04-19
"ruby-crowned kinglet",1932-04-19
"song sparrow",1932-04-19
"swamp sparrow",1932-04-19
"vesper sparrow",1932-04-19
"yellow-rumped warbler",1932-04-19
"american tree sparrow",1932-04-20
"belted kingfisher",1932-04-20
"bonaparte's gull",1932-04-20
"brown-headed cowbird",1932-04-20
"cedar waxwing",1932-04-20
"chipping sparrow",1932-04-20
"dark-eyed junco",1932-04-20
"downy woodpecker",1932-04-20
"eastern blue-bird",1932-04-20
"eastern meadowlark",1932-04-20
"eastern towhee",1932-04-20
"european starling",1932-04-20
"field sparrow",1932-04-20
"grackle",1932-04-20
"grasshopper sparrow",1932-04-20
"herring gull",1932-04-20
"killdeer",1932-04-20
"least flycatcher",1932-04-20
"northern flicker",1932-04-20
"purple martin",1932-04-20
"red-winged blackbird",1932-04-20
"ruby-crowned kinglet",1932-04-20
"song sparrow",1932-04-20
"swamp sparrow",1932-04-20
"vesper sparrow",1932-04-20
"white-throated sparrow",1932-04-20
"yellow-bellied sapsucker",1932-04-20
"yellow-rumped warbler",1932-04-20
"belted kingfisher",1932-04-21
"bonaparte's gull",1932-04-21
"brown-headed cowbird",1932-04-21
"brown thrasher",1932-04-21
"cedar waxwing",1932-04-21
"chipping sparrow",1932-04-21
"dark-eyed junco",1932-04-21
"downy woodpecker",1932-04-21
"eastern meadowlark",1932-04-21
"eastern towhee",1932-04-21
"european starling",1932-04-21
"field sparrow",1932-04-21
"grackle",1932-04-21
"herring gull",1932-04-21
"least flycatcher",1932-04-21
"lesser scaup",1932-04-21
"mourning dove",1932-04-21
"northern flicker",1932-04-21
"purple martin",1932-04-21
"red-breasted merganser",1932-04-21
"red-winged blackbird",1932-04-21
"ruby-crowned kinglet",1932-04-21
"song sparrow",1932-04-21
"sora",1932-04-21
"swamp sparrow",1932-04-21
"vesper sparrow",1932-04-21
"white-throated sparrow",1932-04-21
"bonaparte's gull",1932-04-22
"brown-headed cowbird",1932-04-22
"brown thrasher",1932-04-22
"cedar waxwing",1932-04-22
"chipping sparrow",1932-04-22
"common goldeneye",1932-04-22
"dark-eyed junco",1932-04-22
"eastern blue-bird",1932-04-22
"eastern towhee",1932-04-22
"european starling",1932-04-22
"field sparrow",1932-04-22
"grackle",1932-04-22
"henslow's sparrow",1932-04-22
"herring gull",1932-04-22
"killdeer",1932-04-22
"least flycatcher",1932-04-22
"northern flicker",1932-04-22
"purple finch",1932-04-22
"purple martin",1932-04-22
"red-winged blackbird",1932-04-22
"ruby-crowned kinglet",1932-04-22
"song sparrow",1932-04-22
"swamp sparrow",1932-04-22
"white-throated sparrow",1932-04-22
"yellow-rumped warbler",1932-04-22
"american tree sparrow",1932-04-23
"belted kingfisher",1932-04-23
"bonaparte's gull",1932-04-23
"brown-headed cowbird",1932-04-23
"brown thrasher",1932-04-23
"cedar waxwing",1932-04-23
"dark-eyed junco",1932-04-23
"eastern towhee",1932-04-23
"european starling",1932-04-23
"field sparrow",1932-04-23
"grackle",1932-04-23
"herring gull",1932-04-23
"northern flicker",1932-04-23
"northern parula",1932-04-23
"purple finch",1932-04-23
"purple martin",1932-04-23
"red-breasted merganser",1932-04-23
"red-winged blackbird",1932-04-23
"ruby-crowned kinglet",1932-04-23
"song sparrow",1932-04-23
"swamp sparrow",1932-04-23
"white-throated sparrow",1932-04-23
"winter wren",1932-04-23
"yellow-bellied sapsucker",1932-04-23
"yellow-rumped warbler",1932-04-23
"bonaparte's gull",1932-04-25
"cedar waxwing",1932-04-25
"chipping sparrow",1932-04-25
"eastern towhee",1932-04-25
"european starling",1932-04-25
"field sparrow",1932-04-25
"grackle",1932-04-25
"herring gull",1932-04-25
"least flycatcher",1932-04-25
"northern flicker",1932-04-25
"purple martin",1932-04-25
"red-breasted merganser",1932-04-25
"red-breasted nuthatch",1932-04-25
"red-winged blackbird",1932-04-25
"ruby-crowned kinglet",1932-04-25
"song sparrow",1932-04-25
"white-throated sparrow",1932-04-25
"wilson's snipe",1932-04-25
"winter wren",1932-04-25
"yellow-bellied sapsucker",1932-04-25
"yellow-rumped warbler",1932-04-25
"blue-winged teal",1932-04-26
"blue jay",1932-04-26
"bonaparte's gull",1932-04-26
"brown-headed cowbird",1932-04-26
"brown thrasher",1932-04-26
"chipping sparrow",1932-04-26
"dark-eyed junco",1932-04-26
"eastern towhee",1932-04-26
"european starling",1932-04-26
"grackle",1932-04-26
"herring gull",1932-04-26
"northern flicker",1932-04-26
"purple martin",1932-04-26
"red-breasted merganser",1932-04-26
"red-winged blackbird",1932-04-26
"ruby-crowned kinglet",1932-04-26
"swamp sparrow",1932-04-26
"white-throated sparrow",1932-04-26
"yellow-rumped warbler",1932-04-26
"blue jay",1932-04-27
"bonaparte's gull",1932-04-27
"brown-headed cowbird",1932-04-27
"brown thrasher",1932-04-27
"common goldeneye",1932-04-27
"eastern meadowlark",1932-04-27
"eastern towhee",1932-04-27
"european starling",1932-04-27
"field sparrow",1932-04-27
"grackle",1932-04-27
"herring gull",1932-04-27
"northern flicker",1932-04-27
"purple martin",1932-04-27
"red-breasted nuthatch",1932-04-27
"red-winged blackbird",1932-04-27
"song sparrow",1932-04-27
"white-throated sparrow",1932-04-27
"yellow-bellied sapsucker",1932-04-27
"yellow-rumped warbler",1932-04-27
"barn swallow",1932-04-28
"blue jay",1932-04-28
"bonaparte's gull",1932-04-28
"brown-headed cowbird",1932-04-28
"brown thrasher",1932-04-28
"cedar waxwing",1932-04-28
"common goldeneye",1932-04-28
"common loon",1932-04-28
"common yellowthroat",1932-04-28
"dark-eyed junco",1932-04-28
"eastern phoebe",1932-04-28
"eastern towhee",1932-04-28
"european starling",1932-04-28
"field sparrow",1932-04-28
"grackle",1932-04-28
"grasshopper sparrow",1932-04-28
"henslow's sparrow",1932-04-28
"herring gull",1932-04-28
"mourning dove",1932-04-28
"northern flicker",1932-04-28
"purple martin",1932-04-28
"red-headed woodpecker",1932-04-28
"red-winged blackbird",1932-04-28
"savanna sparrow",1932-04-28
"song sparrow",1932-04-28
"swamp sparrow",1932-04-28
"whip-poor-will",1932-04-28
"white-throated sparrow",1932-04-28
"yellow-rumped warbler",1932-04-28
"belted kingfisher",1932-04-29
"black and white warbler",1932-04-29
"blue-headed vireo",1932-04-29
"blue jay",1932-04-29
"bonaparte's gull",1932-04-29
"brown-headed cowbird",1932-04-29
"brown thrasher",1932-04-29
"chipping sparrow",1932-04-29
"common yellowthroat",1932-04-29
"dark-eyed junco",1932-04-29
"downy woodpecker",1932-04-29
"eastern blue-bird",1932-04-29
"eastern phoebe",1932-04-29
"eastern towhee",1932-04-29
"european starling",1932-04-29
"field sparrow",1932-04-29
"grackle",1932-04-29
"grasshopper sparrow",1932-04-29
"henslow's sparrow",1932-04-29
"house wren",1932-04-29
"killdeer",1932-04-29
"king rail",1932-04-29
"least flycatcher",1932-04-29
"northern flicker",1932-04-29
"palm warbler",1932-04-29
"pine warbler",1932-04-29
"purple finch",1932-04-29
"purple martin",1932-04-29
"red-breasted merganser",1932-04-29
"red-breasted nuthatch",1932-04-29
"red-headed woodpecker",1932-04-29
"red-winged blackbird",1932-04-29
"ruby-crowned kinglet",1932-04-29
"savanna sparrow",1932-04-29
"solitary sandpiper",1932-04-29
"song sparrow",1932-04-29
"swamp sparrow",1932-04-29
"white-throated sparrow",1932-04-29
"yellow-rumped warbler",1932-04-29
"yellow warbler",1932-04-29
"barn swallow",1932-04-30
"belted kingfisher",1932-04-30
"black and white warbler",1932-04-30
"blue jay",1932-04-30
"bonaparte's gull",1932-04-30
"brown thrasher",1932-04-30
"dark-eyed junco",1932-04-30
"eastern blue-bird",1932-04-30
"eastern meadowlark",1932-04-30
"eastern towhee",1932-04-30
"european starling",1932-04-30
"field sparrow",1932-04-30
"grackle",1932-04-30
"grasshopper sparrow",1932-04-30
"house wren",1932-04-30
"least flycatcher",1932-04-30
"northern flicker",1932-04-30
"palm warbler",1932-04-30
"pine warbler",1932-04-30
"purple martin",1932-04-30
"red-bellied woodpecker",1932-04-30
"red-breasted merganser",1932-04-30
"red-breasted nuthatch",1932-04-30
"red-headed woodpecker",1932-04-30
"red-winged blackbird",1932-04-30
"ruby-crowned kinglet",1932-04-30
"savanna sparrow",1932-04-30
"swainson's thrush",1932-04-30
"swamp sparrow",1932-04-30
"white-throated sparrow",1932-04-30
"yellow-rumped warbler",1932-04-30
"american robin",1932-05-01
"belted kingfisher",1932-05-01
"blue jay",1932-05-01
"bonaparte's gull",1932-05-01
"brown-headed cowbird",1932-05-01
"brown thrasher",1932-05-01
"common yellowthroat",1932-05-01
"dark-eyed junco",1932-05-01
"eastern meadowlark",1932-05-01
"eastern towhee",1932-05-01
"european starling",1932-05-01
"field sparrow",1932-05-01
"golden-crowned kinglet",1932-05-01
"grackle",1932-05-01
"henslow's sparrow",1932-05-01
"house wren",1932-05-01
"mourning dove",1932-05-01
"northern flicker",1932-05-01
"palm warbler",1932-05-01
"purple martin",1932-05-01
"red-breasted merganser",1932-05-01
"red-breasted nuthatch",1932-05-01
"red-headed woodpecker",1932-05-01
"red-winged blackbird",1932-05-01
"ruby-crowned kinglet",1932-05-01
"sora",1932-05-01
"white-throated sparrow",1932-05-01
"american robin",1932-05-02
"black and white warbler",1932-05-02
"blue jay",1932-05-02
"bonaparte's gull",1932-05-02
"brown-headed cowbird",1932-05-02
"brown creeper",1932-05-02
"brown thrasher",1932-05-02
"chipping sparrow",1932-05-02
"eastern meadowlark",1932-05-02
"eastern towhee",1932-05-02
"european starling",1932-05-02
"golden-crowned kinglet",1932-05-02
"grackle",1932-05-02
"herring gull",1932-05-02
"house wren",1932-05-02
"lesser scaup",1932-05-02
"northern flicker",1932-05-02
"purple martin",1932-05-02
"red-headed woodpecker",1932-05-02
"red-winged blackbird",1932-05-02
"song sparrow",1932-05-02
"swamp sparrow",1932-05-02
"white-throated sparrow",1932-05-02
"yellow warbler",1932-05-02
"american bittern",1932-05-03
"american robin",1932-05-03
"baltimore oriole",1932-05-03
"bewick's wren",1932-05-03
"black and white warbler",1932-05-03
"blue jay",1932-05-03
"bonaparte's gull",1932-05-03
"brown thrasher",1932-05-03
"chimney swift",1932-05-03
"dark-eyed junco",1932-05-03
"eastern blue-bird",1932-05-03
"eastern phoebe",1932-05-03
"eastern towhee",1932-05-03
"european starling",1932-05-03
"field sparrow",1932-05-03
"grackle",1932-05-03
"henslow's sparrow",1932-05-03
"hermit thrush",1932-05-03
"herring gull",1932-05-03
"lincoln's sparrow",1932-05-03
"marsh wren",1932-05-03
"nashville warbler",1932-05-03
"northern flicker",1932-05-03
"northern water thrush",1932-05-03
"palm warbler",1932-05-03
"purple martin",1932-05-03
"red-breasted nuthatch",1932-05-03
"red-headed woodpecker",1932-05-03
"red-winged blackbird",1932-05-03
"ruby-crowned kinglet",1932-05-03
"savanna sparrow",1932-05-03
"swainson's thrush",1932-05-03
"swamp sparrow",1932-05-03
"vesper sparrow",1932-05-03
"whip-poor-will",1932-05-03
"white-crowned sparrow",1932-05-03
"white-throated sparrow",1932-05-03
"yellow-rumped warbler",1932-05-03
"american redstart",1932-05-04
"american robin",1932-05-04
"belted kingfisher",1932-05-04
"blue jay",1932-05-04
"bonaparte's gull",1932-05-04
"brown thrasher",1932-05-04
"cedar waxwing",1932-05-04
"eastern phoebe",1932-05-04
"eastern towhee",1932-05-04
"european starling",1932-05-04
"field sparrow",1932-05-04
"grackle",1932-05-04
"hermit thrush",1932-05-04
"house wren",1932-05-04
"lincoln's sparrow",1932-05-04
"nashville warbler",1932-05-04
"northern flicker",1932-05-04
"palm warbler",1932-05-04
"purple martin",1932-05-04
"red-breasted nuthatch",1932-05-04
"red-headed woodpecker",1932-05-04
"red-winged blackbird",1932-05-04
"ruby-crowned kinglet",1932-05-04
"swainson's thrush",1932-05-04
"swamp sparrow",1932-05-04
