"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"20060","black capped chickadee",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",1,"","",2014
"20061","blue jay",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",3,"","",2014
"20062","house sparrow",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",2,"","",2014
"20063","white crowned sparrow",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",4,"","",2014
"20064","ruby crowned kinglet",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",3,"","",2014
"20065","white throated sparrow",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",9,"","",2014
"20066","black crowned night heron",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",142,"","",2014
"20067","european starling",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",1,"","",2014
"20068","swamp sparrow",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",3,"","",2014
"20069","rock pigeon",2014-05-06,7H 59M 0S,"South of Nature Boardwalk",11,"","",2014
"20070","gray catbird",2014-05-07,6H 27M 0S,"North Pond",2,"","",2014
"20071","wood duck",2014-05-07,6H 27M 0S,"North Pond",8,"","",2014
"20072","white throated sparrow",2014-05-07,6H 27M 0S,"North Pond",7,"","",2014
"20073","white crowned sparrow",2014-05-07,6H 27M 0S,"North Pond",8,"","",2014
"20074","red winged blackbird",2014-05-07,6H 27M 0S,"North Pond",8,"","",2014
"20075","canada goose",2014-05-07,6H 27M 0S,"North Pond",17,"","",2014
"20076","american crow",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20077","northern cardinal",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20078","ruby crowned kinglet",2014-05-07,6H 27M 0S,"North Pond",4,"","",2014
"20079","nashville warbler",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20080","wood thrush",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20081","yellow bellied flycatcher",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20082","house sparrow",2014-05-07,6H 27M 0S,"North Pond",8,"","",2014
"20083","brown thrasher",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20084","baltimore oriole",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20085","dark eyed junco",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20086","yellow rumped warbler",2014-05-07,6H 27M 0S,"North Pond",6,"","",2014
"20087","field sparrow",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20088","common yellowthroat",2014-05-07,6H 27M 0S,"North Pond",6,"","",2014
"20089","swamp sparrow",2014-05-07,6H 27M 0S,"North Pond",5,"","",2014
"20090","domestic duck",2014-05-07,6H 27M 0S,"North Pond",2,"","",2014
"20091","mallard",2014-05-07,6H 27M 0S,"North Pond",4,"","",2014
"20092","chipping sparrow",2014-05-07,6H 27M 0S,"North Pond",2,"","",2014
"20093","northern waterthrush",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20094","blue gray gnatcatcher",2014-05-07,6H 27M 0S,"North Pond",4,"","",2014
"20095","american coot",2014-05-07,6H 27M 0S,"North Pond",3,"","",2014
"20096","belted kingfisher",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20097","empidonax flycatcher",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20098","black capped chickadee",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20099","yellow warbler",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20100","song sparrow",2014-05-07,6H 27M 0S,"North Pond",5,"","",2014
"20101","spotted sandpiper",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20102","house wren",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20103","lincoln's sparrow",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20104","common grackle",2014-05-07,6H 27M 0S,"North Pond",1,"","",2014
"20105","greylag goose",2014-05-07,6H 27M 0S,"North Pond",2,"","",2014
"20106","downy woodpecker",2014-05-07,6H 27M 0S,"North Pond",2,"","",2014
"20107","gray catbird",2014-05-07,7H 0M 0S,"Lily Pond",4,"","",2014
"20108","brown thrasher",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20109","yellow rumped warbler",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20110","canada goose",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20111","white throated sparrow",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20112","common yellowthroat",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20113","blue headed vireo",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20114","eastern towhee",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20115","blue gray gnatcatcher",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20116","mallard",2014-05-07,7H 0M 0S,"Lily Pond",8,"","",2014
"20117","northern cardinal",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20118","american goldfinch",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20119","swamp sparrow",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20120","downy woodpecker",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20121","white throated sparrow",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20122","warbling vireo",2014-05-07,7H 0M 0S,"Lily Pond",2,"","",2014
"20123","palm warbler",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20124","common grackle",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20125","swainson's thrush",2014-05-07,7H 0M 0S,"Lily Pond",1,"","",2014
"20126","gray catbird",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",6,"","",2014
"20127","brown thrasher",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",2,"","",2014
"20128","white throated sparrow",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",8,"","",2014
"20129","house sparrow",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",27,"","",2014
"20130","yellow rumped warbler",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20131","northern flicker",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20132","european starling",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",2,"","",2014
"20133","northern cardinal",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20134","common grackle",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",12,"","",2014
"20135","wood thrush",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",2,"","",2014
"20137","warbling vireo",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",3,"","",2014
"20138","ring billed gull",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",7,"","",2014
"20139","black crowned night heron",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",195,"","",2014
"20140","american robin",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",3,"","",2014
"20141","mallard",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",33,"","",2014
"20142","canada goose",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20143","wood duck",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",3,"","",2014
"20144","red winged blackbird",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",5,"","",2014
"20145","northern waterthrush",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20146","song sparrow",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",3,"","",2014
"20147","swamp sparrow",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20148","common yellowthroat",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20149","lincoln's sparrow",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20150","swainson's thrush",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20151","yellow warbler",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20152","empidonax flycatcher",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20153","great crested flycatcher",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20154","chimney swift",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20155","palm warbler",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20156","ruby crowned kinglet",2014-05-07,7H 16M 0S,"Lincoln Park Zoo",1,"","",2014
"20157","canada goose",2014-05-07,7H 56M 0S,"Nature Boardwalk",27,"","",2014
"20158","house sparrow",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20159","red winged blackbird",2014-05-07,7H 56M 0S,"Nature Boardwalk",7,"","",2014
"20160","common grackle",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20161","american crow",2014-05-07,7H 56M 0S,"Nature Boardwalk",11,"","",2014
"20162","palm warbler",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20163","white crowned sparrow",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20164","empidonax flycatcher",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20165","european starling",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20166","mallard",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20167","ring billed gull",2014-05-07,7H 56M 0S,"Nature Boardwalk",4,"","",2014
"20168","barn swallow",2014-05-07,7H 56M 0S,"Nature Boardwalk",3,"","",2014
"20169","black crowned night heron",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20170","savannah sparrow",2014-05-07,7H 56M 0S,"Nature Boardwalk",2,"","",2014
"20171","spotted sandpiper",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20172","northern rough winged swallow",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20173","northern waterthrush",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20174","le conte's sparrow",2014-05-07,7H 56M 0S,"Nature Boardwalk",1,"","",2014
"20175","warbling vireo",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20176","yellow rumped warbler",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",3,"","",2014
"20177","american crow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",2,"","",2014
"20178","red winged blackbird",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",2,"","",2014
"20179","european starling",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",8,"","",2014
"20180","black crowned night heron",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",170,"","",2014
"20181","gray catbird",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20182","hermit thrush",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",2,"","",2014
"20183","house sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20184","lincoln's sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20185","white throated sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",9,"","",2014
"20186","white crowned sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",8,"","",2014
"20187","common yellowthroat",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",2,"","",2014
"20188","yellow rumped warbler",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20189","swamp sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",1,"","",2014
"20190","brown thrasher",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",NA,"","",2014
"20191","rock pigeon",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",18,"","",2014
"20192","chipping sparrow",2014-05-07,8H 16M 0S,"South of Nature Boardwalk",2,"","",2014
"20193","gray catbird",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20194","white crowned sparrow",2014-05-08,6H 25M 0S,"North Pond",14,"","",2014
"20195","american robin",2014-05-08,6H 25M 0S,"North Pond",3,"","",2014
"20196","black capped chickadee",2014-05-08,6H 25M 0S,"North Pond",4,"","",2014
"20197","brown thrasher",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20198","northern flicker",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20199","ring billed gull",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20200","palm warbler",2014-05-08,6H 25M 0S,"North Pond",8,"","",2014
"20201","northern waterthrush",2014-05-08,6H 25M 0S,"North Pond",5,"","",2014
"20202","savannah sparrow",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20203","american goldfinch",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20204","common yellowthroat",2014-05-08,6H 25M 0S,"North Pond",9,"","",2014
"20205","magnolia warbler",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20206","red winged blackbird",2014-05-08,6H 25M 0S,"North Pond",6,"","",2014
"20207","black and white warbler",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20208","mallard",2014-05-08,6H 25M 0S,"North Pond",9,"","",2014
"20209","domestic duck",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20210","swamp sparrow",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20211","field sparrow",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20212","baltimore oriole",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20213","ruby crowned kinglet",2014-05-08,6H 25M 0S,"North Pond",3,"","",2014
"20214","canada goose",2014-05-08,6H 25M 0S,"North Pond",21,"","",2014
"20215","wood duck",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20216","green heron",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20217","blue gray gnatcatcher",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20218","american coot",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20219","spotted sandpiper",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20220","american redstart",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20221","swainson's thrush",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20222","white throated sparrow",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20223","great blue heron",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20224","rose breasted grosbeak",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20225","greylag goose",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20226","eastern towhee",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20227","downy woodpecker",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20228","warbling vireo",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20229","european starling",2014-05-08,6H 25M 0S,"North Pond",2,"","",2014
"20230","house sparrow",2014-05-08,6H 25M 0S,"North Pond",10,"","",2014
"20231","ovenbird",2014-05-08,6H 25M 0S,"North Pond",1,"","",2014
"20232","white crowned sparrow",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20233","black capped chickadee",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20234","gray catbird",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20235","american goldfinch",2014-05-08,7H 11M 0S,"Lily Pond",2,"","",2014
"20236","canada goose",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20237","mallard",2014-05-08,7H 11M 0S,"Lily Pond",3,"","",2014
"20238","palm warbler",2014-05-08,7H 11M 0S,"Lily Pond",3,"","",2014
"20239","black and white warbler",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20240","warbling vireo",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20241","northern waterthrush",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20242","cooper's hawk",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20243","common yellowthroat",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20244","blue gray gnatcatcher",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20245","swamp sparrow",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20246","chestnut sided warbler",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20247","swainson's thrush",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20248","white throated sparrow",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20249","american robin",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20250","blue jay",2014-05-08,7H 11M 0S,"Lily Pond",1,"","",2014
"20251","house sparrow",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",28,"","",2014
"20252","northern cardinal",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",2,"","",2014
"20253","common grackle",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",8,"","",2014
"20254","swainson's thrush",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20255","american robin",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",3,"","",2014
"20256","red winged blackbird",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",3,"","",2014
"20257","chestnut sided warbler",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20258","yellow rumped warbler",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",3,"","",2014
"20259","american goldfinch",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",2,"","",2014
"20260","mallard",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",17,"","",2014
"20261","white crowned sparrow",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",2,"","",2014
"20262","northern rough winged swallow",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",2,"","",2014
"20263","wood duck",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",4,"","",2014
"20264","canada goose",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20265","ring billed gull",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20266","green heron",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20267","palm warbler",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",3,"","",2014
"20268","blue jay",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20269","white throated sparrow",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",3,"","",2014
"20270","common yellowthroat",2014-05-08,7H 25M 0S,"Lincoln Park Zoo",1,"","",2014
"20271","canada goose",2014-05-08,7H 55M 0S,"Nature Boardwalk",13,"","",2014
"20272","mallard",2014-05-08,7H 55M 0S,"Nature Boardwalk",2,"","",2014
"20273","song sparrow",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20274","caspian tern",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20275","red winged blackbird",2014-05-08,7H 55M 0S,"Nature Boardwalk",5,"","",2014
"20276","mourning dove",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20277","blue jay",2014-05-08,7H 55M 0S,"Nature Boardwalk",8,"","",2014
"20278","american goldfinch",2014-05-08,7H 55M 0S,"Nature Boardwalk",3,"","",2014
"20279","american robin",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20280","northern flicker",2014-05-08,7H 55M 0S,"Nature Boardwalk",2,"","",2014
"20281","common grackle",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20282","european starling",2014-05-08,7H 55M 0S,"Nature Boardwalk",2,"","",2014
"20283","northern waterthrush",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20284","savannah sparrow",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20285","red headed woodpecker",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20286","palm warbler",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20287","barn swallow",2014-05-08,7H 55M 0S,"Nature Boardwalk",5,"","",2014
"20288","baltimore oriole",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20289","black crowned night heron",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20290","swamp sparrow",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20291","common yellowthroat",2014-05-08,7H 55M 0S,"Nature Boardwalk",1,"","",2014
"20292","northern rough winged swallow",2014-05-08,7H 55M 0S,"Nature Boardwalk",2,"","",2014
"20293","savannah sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",5,"","",2014
"20294","clay colored sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",3,"","",2014
"20295","nashville warbler",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20296","european starling",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",25,"","",2014
"20297","palm warbler",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",4,"","",2014
"20298","yellow rumped warbler",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",2,"","",2014
"20299","blue gray gnatcatcher",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20300","american crow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",4,"","",2014
"20301","swainson's thrush",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20302","black and white warbler",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20303","black crowned night heron",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",98,"","",2014
"20304","american robin",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",2,"","",2014
"20305","red winged blackbird",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",2,"","",2014
"20306","white crowned sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",4,"","",2014
"20307","song sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20308","gray catbird",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",4,"","",2014
"20309","common yellowthroat",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",3,"","",2014
"20310","house sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",8,"","",2014
"20311","white throated sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",3,"","",2014
"20312","blue jay",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",23,"","",2014
"20313","american redstart",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20314","swamp sparrow",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",3,"","",2014
"20315","house wren",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20316","wood thrush",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20317","yellow warbler",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",1,"","",2014
"20318","rock pigeon",2014-05-08,8H 13M 0S,"South of Nature Boardwalk",22,"","",2014
"20319","yellow warbler",2014-05-08,7H 55M 0S,"Nature Boardwalk",3,"","",2014
"20320","red winged blackbird",2014-05-10,6H 0M 0S,"North Pond",7,"","",2014
"20321","white crowned sparrow",2014-05-10,6H 0M 0S,"North Pond",4,"","",2014
"20322","palm warbler",2014-05-10,6H 0M 0S,"North Pond",11,"","",2014
"20323","white throated sparrow",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20324","common yellowthroat",2014-05-10,6H 0M 0S,"North Pond",5,"","",2014
"20325","black crowned night heron",2014-05-10,6H 0M 0S,"North Pond",4,"","",2014
"20326","mallard",2014-05-10,6H 0M 0S,"North Pond",17,"","",2014
"20327","northern waterthrush",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20328","american redstart",2014-05-10,6H 0M 0S,"North Pond",4,"","",2014
"20329","magnolia warbler",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20330","scarlet tanager",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20331","black capped chickadee",2014-05-10,6H 0M 0S,"North Pond",2,"","",2014
"20332","nashville warbler",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20333","blue headed vireo",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20334","blackburnian warbler",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20335","wood duck",2014-05-10,6H 0M 0S,"North Pond",6,"","",2014
"20336","yellow rumped warbler",2014-05-10,6H 0M 0S,"North Pond",4,"","",2014
"20337","baltimore oriole",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20338","black throated green warbler",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20339","american coot",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20340","herring gull",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20341","caspian tern",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20342","canada goose",2014-05-10,6H 0M 0S,"North Pond",10,"","",2014
"20343","field sparrow",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20344","american robin",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20345","greylag goose",2014-05-10,6H 0M 0S,"North Pond",2,"","",2014
"20346","yellow rumped warbler",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20347","european starling",2014-05-10,6H 0M 0S,"North Pond",2,"","",2014
"20348","blue gray gnatcatcher",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20349","american goldfinch",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20350","song sparrow",2014-05-10,6H 0M 0S,"North Pond",1,"","",2014
"20351","house sparrow",2014-05-10,6H 0M 0S,"North Pond",11,"","",2014
"20352","baltimore oriole",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20353","warbling vireo",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20354","gray catbird",2014-05-10,6H 41M 0S,"Lily Pond",3,"","",2014
"20355","white throated sparrow",2014-05-10,6H 41M 0S,"Lily Pond",2,"","",2014
"20356","white crowned sparrow",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20357","black throated green warbler",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20358","northern waterthrush",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20359","louisiana water thrush",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20360","northern flicker",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20361","american goldfinch",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20362","nashville warbler",2014-05-10,6H 41M 0S,"Lily Pond",2,"","",2014
"20363","canada goose",2014-05-10,6H 41M 0S,"Lily Pond",2,"","",2014
"20364","yellow warbler",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20365","swainson's thrush",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20366","palm warbler",2014-05-10,6H 41M 0S,"Lily Pond",4,"","",2014
"20367","yellow rumped warbler",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20368","cedar waxwing",2014-05-10,6H 41M 0S,"Lily Pond",6,"","",2014
"20369","blue gray gnatcatcher",2014-05-10,6H 41M 0S,"Lily Pond",1,"","",2014
"20370","house sparrow",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",19,"","",2014
"20371","european starling",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",5,"","",2014
"20372","common grackle",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",6,"","",2014
"20373","common yellowthroat",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",2,"","",2014
